age,sex,province,n
65,Female,British Columbia,2
65,Female,Manitoba,1
65,Female,New Brunswick,3
65,Female,Newfoundland and Labrador,5
65,Female,Nova Scotia,3
65,Female,Ontario,9
65,Female,Prince Edward Island,1
65,Female,Quebec,7
65,Male,Alberta,3
65,Male,British Columbia,2
65,Male,Manitoba,1
65,Male,New Brunswick,3
65,Male,Newfoundland and Labrador,1
65,Male,Nova Scotia,2
65,Male,Ontario,7
65,Male,Prince Edward Island,1
65,Male,Quebec,8
65,Male,Saskatchewan,1
65,Female,Alberta,2
65,Female,British Columbia,2
65,Female,Manitoba,2
65,Female,New Brunswick,6
65,Female,Newfoundland and Labrador,3
65,Female,Nova Scotia,2
65,Female,Ontario,6
65,Female,Prince Edward Island,2
65,Female,Quebec,6
65,Male,British Columbia,2
65,Male,Manitoba,1
65,Male,New Brunswick,3
65,Male,Nova Scotia,2
65,Male,Ontario,4
65,Male,Prince Edward Island,1
65,Male,Quebec,4
65,Male,Saskatchewan,4
65,Female,Alberta,1
65,Female,British Columbia,4
65,Female,New Brunswick,2
65,Female,Newfoundland and Labrador,3
65,Female,Nova Scotia,2
65,Female,Ontario,6
65,Female,Quebec,4
65,Male,Alberta,2
65,Male,British Columbia,3
65,Male,New Brunswick,1
65,Male,Nova Scotia,1
65,Male,Ontario,5
65,Male,Prince Edward Island,2
65,Male,Quebec,4
65,Male,Saskatchewan,1
65,Female,Alberta,1
65,Female,British Columbia,2
65,Female,Nova Scotia,2
65,Female,Ontario,4
65,Female,Prince Edward Island,1
65,Female,Quebec,5
65,Male,Alberta,1
65,Male,British Columbia,4
65,Male,Manitoba,1
65,Male,New Brunswick,1
65,Male,Newfoundland and Labrador,1
65,Male,Ontario,8
65,Male,Prince Edward Island,1
65,Male,Quebec,3
65,Female,British Columbia,5
65,Female,Manitoba,2
65,Female,New Brunswick,3
65,Female,Newfoundland and Labrador,1
65,Female,Nova Scotia,1
65,Female,Ontario,7
65,Female,Prince Edward Island,1
65,Female,Quebec,3
65,Male,Alberta,1
65,Male,British Columbia,4
65,Male,Manitoba,1
65,Male,Ontario,7
65,Male,Quebec,3
65,Female,Alberta,2
65,Female,British Columbia,5
65,Female,Manitoba,3
65,Female,Newfoundland and Labrador,1
65,Female,Nova Scotia,3
65,Female,Ontario,8
65,Female,Prince Edward Island,3
65,Female,Quebec,4
65,Female,Saskatchewan,4
65,Male,Alberta,1
65,Male,British Columbia,5
65,Male,Newfoundland and Labrador,4
65,Male,Nova Scotia,2
65,Male,Ontario,7
65,Male,Quebec,5
65,Male,Saskatchewan,1
65,Female,Alberta,2
65,Female,British Columbia,2
65,Female,New Brunswick,3
65,Female,Newfoundland and Labrador,2
65,Female,Nova Scotia,1
65,Female,Ontario,4
65,Female,Quebec,3
65,Male,Alberta,1
65,Male,British Columbia,5
65,Male,Newfoundland and Labrador,2
65,Male,Nova Scotia,1
65,Male,Ontario,6
65,Male,Quebec,1
65,Male,Saskatchewan,1
66,Female,Alberta,1
66,Female,British Columbia,6
66,Female,Manitoba,1
66,Female,New Brunswick,1
66,Female,Nova Scotia,2
66,Female,Ontario,5
66,Female,Prince Edward Island,1
66,Female,Quebec,4
66,Female,Saskatchewan,3
66,Male,Alberta,3
66,Male,British Columbia,1
66,Male,Manitoba,1
66,Male,New Brunswick,2
66,Male,Ontario,2
66,Male,Quebec,2
66,Female,Alberta,1
66,Female,British Columbia,6
66,Female,Manitoba,2
66,Female,Newfoundland and Labrador,4
66,Female,Ontario,3
66,Female,Quebec,5
66,Male,Alberta,5
66,Male,British Columbia,2
66,Male,Manitoba,1
66,Male,New Brunswick,1
66,Male,Nova Scotia,1
66,Male,Ontario,5
66,Male,Prince Edward Island,2
66,Male,Quebec,3
66,Male,Saskatchewan,1
66,Female,British Columbia,3
66,Female,Manitoba,1
66,Female,New Brunswick,1
66,Female,Newfoundland and Labrador,1
66,Female,Nova Scotia,2
66,Female,Ontario,1
66,Female,Prince Edward Island,1
66,Female,Quebec,5
66,Male,British Columbia,2
66,Male,New Brunswick,3
66,Male,Newfoundland and Labrador,1
66,Male,Nova Scotia,1
66,Male,Ontario,8
66,Male,Quebec,1
66,Female,Alberta,3
66,Female,British Columbia,2
66,Female,Manitoba,2
66,Female,New Brunswick,5
66,Female,Newfoundland and Labrador,2
66,Female,Nova Scotia,3
66,Female,Ontario,14
66,Female,Prince Edward Island,2
66,Female,Quebec,4
66,Male,Alberta,1
66,Male,British Columbia,3
66,Male,Manitoba,3
66,Male,New Brunswick,4
66,Male,Newfoundland and Labrador,3
66,Male,Nova Scotia,4
66,Male,Ontario,7
66,Male,Quebec,4
66,Male,Saskatchewan,1
66,Female,Alberta,1
66,Female,British Columbia,2
66,Female,Manitoba,1
66,Female,Newfoundland and Labrador,1
66,Female,Nova Scotia,1
66,Female,Ontario,7
66,Female,Quebec,5
66,Male,Alberta,1
66,Male,Manitoba,2
66,Male,New Brunswick,3
66,Male,Newfoundland and Labrador,1
66,Male,Ontario,3
66,Male,Prince Edward Island,3
66,Male,Quebec,3
66,Female,Alberta,2
66,Female,Manitoba,2
66,Female,New Brunswick,6
66,Female,Nova Scotia,2
66,Female,Ontario,4
66,Female,Quebec,3
66,Female,Saskatchewan,1
66,Male,British Columbia,2
66,Male,Nova Scotia,1
66,Male,Ontario,1
66,Male,Prince Edward Island,1
66,Male,Quebec,5
66,Male,Saskatchewan,2
66,Female,Alberta,1
66,Female,British Columbia,1
66,Female,New Brunswick,3
66,Female,Ontario,8
66,Female,Prince Edward Island,1
66,Female,Quebec,3
66,Female,Saskatchewan,2
66,Male,Alberta,2
66,Male,New Brunswick,2
66,Male,Newfoundland and Labrador,1
66,Male,Nova Scotia,1
66,Male,Ontario,6
66,Male,Prince Edward Island,2
66,Male,Quebec,6
66,Female,Alberta,1
66,Female,Manitoba,1
66,Female,Newfoundland and Labrador,1
66,Female,Ontario,8
66,Female,Prince Edward Island,1
66,Female,Quebec,5
66,Male,British Columbia,2
66,Male,Manitoba,2
66,Male,New Brunswick,1
66,Male,Ontario,6
66,Male,Prince Edward Island,1
66,Male,Quebec,3
66,Male,Saskatchewan,2
66,Female,Alberta,3
66,Female,British Columbia,5
66,Female,Manitoba,2
66,Female,Newfoundland and Labrador,2
66,Female,Nova Scotia,1
66,Female,Ontario,11
66,Female,Prince Edward Island,1
66,Female,Quebec,14
66,Female,Saskatchewan,4
66,Male,Alberta,3
66,Male,British Columbia,4
66,Male,Manitoba,1
66,Male,New Brunswick,3
66,Male,Newfoundland and Labrador,1
66,Male,Nova Scotia,1
66,Male,Ontario,9
66,Male,Prince Edward Island,1
66,Male,Quebec,5
66,Male,Saskatchewan,3
66,Female,Alberta,2
66,Female,British Columbia,2
66,Female,New Brunswick,3
66,Female,Nova Scotia,2
66,Female,Ontario,4
66,Female,Quebec,3
66,Male,British Columbia,2
66,Male,Nova Scotia,1
66,Male,Ontario,3
67,Female,Alberta,1
67,Female,British Columbia,3
67,Female,Manitoba,3
67,Female,Newfoundland and Labrador,2
67,Female,Nova Scotia,1
67,Female,Ontario,5
67,Female,Prince Edward Island,1
67,Female,Quebec,3
67,Female,Saskatchewan,2
67,Male,Alberta,2
67,Male,British Columbia,3
67,Male,Manitoba,1
67,Male,New Brunswick,4
67,Male,Ontario,3
67,Male,Prince Edward Island,1
67,Female,Alberta,2
67,Female,Manitoba,2
67,Female,Newfoundland and Labrador,1
67,Female,Ontario,4
67,Female,Prince Edward Island,1
67,Female,Quebec,7
67,Female,Saskatchewan,3
67,Male,Alberta,1
67,Male,Manitoba,1
67,Male,Newfoundland and Labrador,1
67,Male,Nova Scotia,1
67,Male,Ontario,4
67,Male,Prince Edward Island,1
67,Male,Quebec,2
67,Female,Alberta,3
67,Female,British Columbia,5
67,Female,New Brunswick,4
67,Female,Newfoundland and Labrador,2
67,Female,Nova Scotia,1
67,Female,Ontario,2
67,Female,Quebec,2
67,Female,Saskatchewan,1
67,Male,Alberta,1
67,Male,British Columbia,1
67,Male,Newfoundland and Labrador,2
67,Male,Nova Scotia,1
67,Male,Ontario,3
67,Male,Prince Edward Island,1
67,Male,Quebec,3
67,Female,Alberta,1
67,Female,British Columbia,3
67,Female,Manitoba,4
67,Female,New Brunswick,4
67,Female,Newfoundland and Labrador,1
67,Female,Nova Scotia,1
67,Female,Ontario,11
67,Female,Prince Edward Island,2
67,Female,Quebec,12
67,Female,Saskatchewan,1
67,Male,Alberta,2
67,Male,British Columbia,3
67,Male,Manitoba,3
67,Male,New Brunswick,3
67,Male,Newfoundland and Labrador,1
67,Male,Nova Scotia,1
67,Male,Ontario,8
67,Male,Quebec,5
67,Female,Alberta,1
67,Female,British Columbia,4
67,Female,Manitoba,1
67,Female,New Brunswick,1
67,Female,Newfoundland and Labrador,1
67,Female,Ontario,8
67,Female,Prince Edward Island,1
67,Female,Quebec,3
67,Female,Saskatchewan,4
67,Male,British Columbia,2
67,Male,Manitoba,1
67,Male,Newfoundland and Labrador,1
67,Male,Ontario,3
67,Male,Prince Edward Island,1
67,Male,Quebec,2
67,Male,Saskatchewan,2
67,Female,Alberta,3
67,Female,British Columbia,5
67,Female,Manitoba,1
67,Female,New Brunswick,1
67,Female,Newfoundland and Labrador,1
67,Female,Ontario,5
67,Female,Prince Edward Island,1
67,Female,Quebec,1
67,Female,Saskatchewan,1
67,Male,British Columbia,3
67,Male,Manitoba,2
67,Male,New Brunswick,1
67,Male,Newfoundland and Labrador,3
67,Male,Nova Scotia,1
67,Male,Ontario,2
67,Male,Prince Edward Island,1
67,Male,Quebec,4
67,Male,Saskatchewan,1
67,Female,Alberta,2
67,Female,Manitoba,2
67,Female,New Brunswick,1
67,Female,Newfoundland and Labrador,2
67,Female,Nova Scotia,2
67,Female,Ontario,3
67,Female,Prince Edward Island,2
67,Female,Quebec,3
67,Female,Saskatchewan,1
67,Male,Alberta,2
67,Male,British Columbia,2
67,Male,Manitoba,1
67,Male,New Brunswick,1
67,Male,Ontario,3
67,Male,Quebec,2
67,Male,Saskatchewan,1
67,Female,British Columbia,5
67,Female,Manitoba,1
67,Female,New Brunswick,2
67,Female,Nova Scotia,2
67,Female,Ontario,2
67,Female,Quebec,3
67,Female,Saskatchewan,1
67,Male,British Columbia,4
67,Male,Manitoba,1
67,Male,New Brunswick,1
67,Male,Nova Scotia,2
67,Male,Ontario,3
67,Male,Prince Edward Island,1
67,Male,Quebec,3
67,Female,Alberta,1
67,Female,British Columbia,5
67,Female,Manitoba,2
67,Female,New Brunswick,3
67,Female,Nova Scotia,4
67,Female,Ontario,6
67,Female,Prince Edward Island,1
67,Female,Quebec,3
67,Female,Saskatchewan,1
67,Male,Alberta,2
67,Male,British Columbia,1
67,Male,Manitoba,3
67,Male,New Brunswick,3
67,Male,Newfoundland and Labrador,1
67,Male,Nova Scotia,2
67,Male,Ontario,7
67,Male,Prince Edward Island,1
67,Male,Quebec,5
67,Female,British Columbia,2
67,Female,New Brunswick,1
67,Female,Nova Scotia,2
67,Female,Ontario,3
67,Female,Prince Edward Island,1
67,Female,Quebec,2
67,Male,Alberta,1
67,Male,British Columbia,2
67,Male,Newfoundland and Labrador,2
67,Male,Ontario,3
67,Male,Prince Edward Island,1
67,Male,Quebec,1
68,Female,Alberta,1
68,Female,British Columbia,1
68,Female,Manitoba,1
68,Female,New Brunswick,2
68,Female,Newfoundland and Labrador,1
68,Female,Nova Scotia,2
68,Female,Ontario,6
68,Female,Quebec,2
68,Female,Saskatchewan,1
68,Male,Alberta,1
68,Male,British Columbia,3
68,Male,Manitoba,2
68,Male,New Brunswick,1
68,Male,Newfoundland and Labrador,1
68,Male,Nova Scotia,2
68,Male,Ontario,7
68,Male,Prince Edward Island,2
68,Male,Quebec,1
68,Male,Saskatchewan,2
68,Female,Alberta,1
68,Female,British Columbia,1
68,Female,Manitoba,1
68,Female,Newfoundland and Labrador,2
68,Female,Nova Scotia,1
68,Female,Ontario,3
68,Female,Quebec,2
68,Female,Saskatchewan,4
68,Male,Alberta,2
68,Male,British Columbia,2
68,Male,New Brunswick,2
68,Male,Newfoundland and Labrador,1
68,Male,Ontario,4
68,Male,Quebec,2
68,Male,Saskatchewan,2
68,Female,Alberta,3
68,Female,British Columbia,4
68,Female,Manitoba,1
68,Female,New Brunswick,4
68,Female,Newfoundland and Labrador,4
68,Female,Nova Scotia,1
68,Female,Ontario,1
68,Female,Quebec,2
68,Male,Alberta,2
68,Male,British Columbia,4
68,Male,Manitoba,1
68,Male,Newfoundland and Labrador,1
68,Male,Nova Scotia,3
68,Male,Ontario,3
68,Male,Quebec,5
68,Male,Saskatchewan,1
68,Female,Alberta,2
68,Female,British Columbia,4
68,Female,Manitoba,2
68,Female,New Brunswick,1
68,Female,Newfoundland and Labrador,2
68,Female,Nova Scotia,2
68,Female,Ontario,9
68,Female,Prince Edward Island,3
68,Female,Quebec,7
68,Female,Saskatchewan,1
68,Male,Alberta,2
68,Male,British Columbia,5
68,Male,Manitoba,2
68,Male,New Brunswick,5
68,Male,Newfoundland and Labrador,3
68,Male,Nova Scotia,1
68,Male,Ontario,7
68,Male,Prince Edward Island,2
68,Male,Quebec,11
68,Female,Alberta,1
68,Female,British Columbia,1
68,Female,Manitoba,1
68,Female,New Brunswick,2
68,Female,Nova Scotia,2
68,Female,Ontario,5
68,Female,Quebec,2
68,Male,Alberta,1
68,Male,British Columbia,2
68,Male,New Brunswick,2
68,Male,Newfoundland and Labrador,2
68,Male,Nova Scotia,1
68,Male,Ontario,5
68,Male,Prince Edward Island,1
68,Male,Quebec,1
68,Male,Saskatchewan,2
68,Female,Alberta,1
68,Female,British Columbia,1
68,Female,Manitoba,1
68,Female,New Brunswick,2
68,Female,Newfoundland and Labrador,2
68,Female,Ontario,7
68,Female,Prince Edward Island,1
68,Female,Quebec,4
68,Female,Saskatchewan,1
68,Male,British Columbia,3
68,Male,Manitoba,1
68,Male,New Brunswick,1
68,Male,Newfoundland and Labrador,2
68,Male,Ontario,3
68,Male,Prince Edward Island,1
68,Male,Quebec,1
68,Female,Alberta,1
68,Female,New Brunswick,1
68,Female,Newfoundland and Labrador,1
68,Female,Nova Scotia,3
68,Female,Ontario,4
68,Female,Prince Edward Island,1
68,Female,Quebec,5
68,Male,Alberta,1
68,Male,British Columbia,2
68,Male,Manitoba,1
68,Male,Newfoundland and Labrador,1
68,Male,Nova Scotia,1
68,Male,Ontario,5
68,Male,Prince Edward Island,2
68,Male,Quebec,2
68,Male,Saskatchewan,1
68,Female,Alberta,1
68,Female,British Columbia,1
68,Female,New Brunswick,1
68,Female,Newfoundland and Labrador,1
68,Female,Nova Scotia,4
68,Female,Ontario,7
68,Female,Quebec,4
68,Female,Saskatchewan,1
68,Male,Alberta,1
68,Male,British Columbia,2
68,Male,Manitoba,1
68,Male,Ontario,5
68,Male,Quebec,2
68,Female,Alberta,2
68,Female,British Columbia,3
68,Female,Manitoba,3
68,Female,New Brunswick,3
68,Female,Newfoundland and Labrador,4
68,Female,Nova Scotia,6
68,Female,Ontario,9
68,Female,Prince Edward Island,1
68,Female,Quebec,10
68,Male,Alberta,3
68,Male,British Columbia,7
68,Male,Manitoba,1
68,Male,New Brunswick,1
68,Male,Nova Scotia,2
68,Male,Ontario,7
68,Male,Quebec,4
68,Male,Saskatchewan,1
68,Female,British Columbia,5
68,Female,Manitoba,1
68,Female,New Brunswick,1
68,Female,Newfoundland and Labrador,1
68,Female,Ontario,6
68,Female,Prince Edward Island,2
68,Female,Quebec,4
68,Male,Alberta,3
68,Male,British Columbia,2
68,Male,Manitoba,1
68,Male,New Brunswick,2
68,Male,Newfoundland and Labrador,1
68,Male,Ontario,5
68,Male,Quebec,3
68,Male,Saskatchewan,1
69,Female,Alberta,1
69,Female,British Columbia,3
69,Female,Manitoba,1
69,Female,New Brunswick,1
69,Female,Nova Scotia,3
69,Female,Ontario,4
69,Female,Prince Edward Island,1
69,Female,Quebec,6
69,Female,Saskatchewan,2
69,Male,British Columbia,3
69,Male,Newfoundland and Labrador,2
69,Male,Nova Scotia,1
69,Male,Ontario,4
69,Male,Quebec,7
69,Male,Saskatchewan,4
69,Female,Alberta,2
69,Female,British Columbia,2
69,Female,Manitoba,1
69,Female,New Brunswick,2
69,Female,Nova Scotia,3
69,Female,Ontario,6
69,Female,Quebec,5
69,Female,Saskatchewan,3
69,Male,Alberta,2
69,Male,British Columbia,2
69,Male,Manitoba,2
69,Male,New Brunswick,3
69,Male,Newfoundland and Labrador,1
69,Male,Nova Scotia,2
69,Male,Ontario,2
69,Male,Prince Edward Island,1
69,Male,Quebec,2
69,Male,Saskatchewan,2
69,Female,Alberta,2
69,Female,British Columbia,2
69,Female,Manitoba,3
69,Female,New Brunswick,2
69,Female,Newfoundland and Labrador,1
69,Female,Nova Scotia,2
69,Female,Ontario,7
69,Female,Prince Edward Island,1
69,Female,Quebec,2
69,Male,Alberta,2
69,Male,British Columbia,6
69,Male,Manitoba,2
69,Male,New Brunswick,1
69,Male,Newfoundland and Labrador,2
69,Male,Nova Scotia,3
69,Male,Ontario,4
69,Male,Quebec,4
69,Female,Alberta,6
69,Female,British Columbia,8
69,Female,Manitoba,3
69,Female,New Brunswick,1
69,Female,Newfoundland and Labrador,3
69,Female,Nova Scotia,4
69,Female,Ontario,7
69,Female,Prince Edward Island,1
69,Female,Quebec,5
69,Female,Saskatchewan,3
69,Male,Alberta,1
69,Male,British Columbia,4
69,Male,New Brunswick,2
69,Male,Newfoundland and Labrador,1
69,Male,Nova Scotia,3
69,Male,Ontario,8
69,Male,Quebec,2
69,Male,Saskatchewan,2
69,Female,British Columbia,2
69,Female,Manitoba,3
69,Female,New Brunswick,2
69,Female,Nova Scotia,3
69,Female,Ontario,3
69,Female,Quebec,2
69,Female,Saskatchewan,1
69,Male,Alberta,2
69,Male,New Brunswick,1
69,Male,Nova Scotia,1
69,Male,Ontario,4
69,Male,Quebec,4
69,Male,Saskatchewan,1
69,Female,British Columbia,3
69,Female,Newfoundland and Labrador,3
69,Female,Ontario,4
69,Female,Quebec,2
69,Male,Alberta,1
69,Male,Manitoba,1
69,Male,Ontario,2
69,Male,Quebec,4
69,Female,British Columbia,1
69,Female,Manitoba,1
69,Female,New Brunswick,6
69,Female,Newfoundland and Labrador,2
69,Female,Ontario,2
69,Female,Quebec,2
69,Female,Saskatchewan,1
69,Male,British Columbia,3
69,Male,Newfoundland and Labrador,1
69,Male,Nova Scotia,2
69,Male,Ontario,6
69,Male,Quebec,3
69,Male,Saskatchewan,1
69,Female,Alberta,2
69,Female,British Columbia,2
69,Female,Manitoba,2
69,Female,New Brunswick,2
69,Female,Newfoundland and Labrador,1
69,Female,Nova Scotia,1
69,Female,Ontario,6
69,Female,Quebec,4
69,Female,Saskatchewan,2
69,Male,Alberta,2
69,Male,British Columbia,1
69,Male,Manitoba,1
69,Male,New Brunswick,1
69,Male,Nova Scotia,1
69,Male,Ontario,1
69,Male,Quebec,2
69,Female,British Columbia,2
69,Female,Manitoba,3
69,Female,New Brunswick,3
69,Female,Newfoundland and Labrador,2
69,Female,Nova Scotia,4
69,Female,Ontario,16
69,Female,Prince Edward Island,2
69,Female,Quebec,9
69,Male,Alberta,3
69,Male,British Columbia,5
69,Male,Manitoba,2
69,Male,New Brunswick,1
69,Male,Nova Scotia,1
69,Male,Ontario,11
69,Male,Prince Edward Island,1
69,Male,Quebec,6
69,Female,Alberta,3
69,Female,British Columbia,4
69,Female,New Brunswick,1
69,Female,Ontario,6
69,Female,Prince Edward Island,3
69,Female,Quebec,5
69,Male,British Columbia,2
69,Male,Manitoba,1
69,Male,New Brunswick,1
69,Male,Nova Scotia,2
69,Male,Ontario,5
69,Male,Quebec,7
70,Female,British Columbia,1
70,Female,Manitoba,2
70,Female,Nova Scotia,3
70,Female,Ontario,4
70,Female,Prince Edward Island,2
70,Female,Quebec,7
70,Female,Saskatchewan,2
70,Male,British Columbia,1
70,Male,Manitoba,1
70,Male,New Brunswick,2
70,Male,Newfoundland and Labrador,1
70,Male,Nova Scotia,1
70,Male,Ontario,6
70,Female,Alberta,3
70,Female,British Columbia,2
70,Female,Manitoba,2
70,Female,Newfoundland and Labrador,2
70,Female,Nova Scotia,1
70,Female,Ontario,8
70,Female,Prince Edward Island,1
70,Female,Quebec,5
70,Male,Alberta,1
70,Male,British Columbia,2
70,Male,Manitoba,1
70,Male,New Brunswick,2
70,Male,Nova Scotia,2
70,Male,Quebec,4
70,Female,Alberta,2
70,Female,Manitoba,1
70,Female,New Brunswick,3
70,Female,Nova Scotia,1
70,Female,Ontario,9
70,Female,Quebec,5
70,Male,British Columbia,3
70,Male,Manitoba,1
70,Male,New Brunswick,1
70,Male,Nova Scotia,1
70,Male,Ontario,2
70,Male,Quebec,2
70,Female,Alberta,1
70,Female,British Columbia,8
70,Female,Manitoba,2
70,Female,New Brunswick,2
70,Female,Newfoundland and Labrador,4
70,Female,Nova Scotia,1
70,Female,Ontario,7
70,Female,Prince Edward Island,1
70,Female,Quebec,3
70,Female,Saskatchewan,2
70,Male,Alberta,3
70,Male,British Columbia,4
70,Male,Manitoba,3
70,Male,Newfoundland and Labrador,1
70,Male,Ontario,9
70,Male,Quebec,5
70,Male,Saskatchewan,1
70,Female,Alberta,1
70,Female,Manitoba,1
70,Female,New Brunswick,1
70,Female,Newfoundland and Labrador,1
70,Female,Nova Scotia,1
70,Female,Ontario,2
70,Female,Prince Edward Island,2
70,Female,Quebec,3
70,Male,British Columbia,4
70,Male,Manitoba,1
70,Male,Nova Scotia,1
70,Male,Ontario,4
70,Male,Prince Edward Island,2
70,Male,Quebec,3
70,Female,Alberta,2
70,Female,British Columbia,3
70,Female,Manitoba,1
70,Female,New Brunswick,2
70,Female,Newfoundland and Labrador,1
70,Female,Nova Scotia,2
70,Female,Ontario,4
70,Female,Prince Edward Island,1
70,Female,Quebec,3
70,Female,Saskatchewan,2
70,Male,Alberta,3
70,Male,British Columbia,3
70,Male,New Brunswick,2
70,Male,Newfoundland and Labrador,1
70,Male,Nova Scotia,2
70,Male,Ontario,7
70,Male,Quebec,2
70,Male,Saskatchewan,1
70,Female,Alberta,1
70,Female,British Columbia,6
70,Female,Manitoba,1
70,Female,New Brunswick,3
70,Female,Newfoundland and Labrador,1
70,Female,Nova Scotia,1
70,Female,Ontario,6
70,Female,Prince Edward Island,2
70,Female,Quebec,2
70,Female,Saskatchewan,1
70,Male,British Columbia,1
70,Male,New Brunswick,1
70,Male,Nova Scotia,2
70,Male,Ontario,4
70,Male,Quebec,4
70,Male,Saskatchewan,2
70,Female,Alberta,1
70,Female,British Columbia,2
70,Female,Manitoba,1
70,Female,Newfoundland and Labrador,1
70,Female,Nova Scotia,1
70,Female,Ontario,8
70,Female,Quebec,4
70,Male,Alberta,2
70,Male,New Brunswick,3
70,Male,Newfoundland and Labrador,1
70,Male,Nova Scotia,2
70,Male,Ontario,3
70,Male,Quebec,2
70,Male,Saskatchewan,3
70,Female,Alberta,2
70,Female,British Columbia,3
70,Female,Manitoba,2
70,Female,New Brunswick,3
70,Female,Newfoundland and Labrador,1
70,Female,Nova Scotia,2
70,Female,Ontario,8
70,Female,Quebec,4
70,Female,Saskatchewan,2
70,Male,Alberta,1
70,Male,British Columbia,1
70,Male,Manitoba,3
70,Male,New Brunswick,1
70,Male,Newfoundland and Labrador,2
70,Male,Nova Scotia,4
70,Male,Ontario,16
70,Male,Prince Edward Island,1
70,Male,Quebec,4
70,Male,Saskatchewan,1
70,Female,Alberta,1
70,Female,British Columbia,1
70,Female,Manitoba,3
70,Female,New Brunswick,1
70,Female,Newfoundland and Labrador,1
70,Female,Nova Scotia,1
70,Female,Ontario,4
70,Female,Quebec,4
70,Male,Alberta,1
70,Male,British Columbia,2
70,Male,Manitoba,2
70,Male,New Brunswick,2
70,Male,Newfoundland and Labrador,2
70,Male,Ontario,6
70,Male,Prince Edward Island,1
70,Male,Quebec,2
70,Male,Saskatchewan,2
71,Female,British Columbia,2
71,Female,Manitoba,1
71,Female,New Brunswick,2
71,Female,Nova Scotia,1
71,Female,Ontario,9
71,Female,Quebec,1
71,Female,Saskatchewan,1
71,Male,Alberta,1
71,Male,British Columbia,1
71,Male,New Brunswick,1
71,Male,Ontario,3
71,Male,Quebec,3
71,Male,Saskatchewan,1
71,Female,Alberta,3
71,Female,British Columbia,2
71,Female,Manitoba,1
71,Female,Newfoundland and Labrador,4
71,Female,Nova Scotia,1
71,Female,Ontario,4
71,Female,Prince Edward Island,1
71,Female,Quebec,2
71,Female,Saskatchewan,1
71,Male,British Columbia,3
71,Male,Nova Scotia,2
71,Male,Ontario,2
71,Male,Quebec,1
71,Male,Saskatchewan,1
71,Female,Alberta,2
71,Female,British Columbia,1
71,Female,Manitoba,3
71,Female,Newfoundland and Labrador,2
71,Female,Ontario,5
71,Female,Prince Edward Island,3
71,Female,Quebec,8
71,Male,British Columbia,1
71,Male,Manitoba,2
71,Male,Newfoundland and Labrador,1
71,Male,Nova Scotia,1
71,Male,Ontario,3
71,Male,Quebec,2
71,Male,Saskatchewan,1
71,Female,Alberta,2
71,Female,British Columbia,4
71,Female,Manitoba,1
71,Female,New Brunswick,3
71,Female,Newfoundland and Labrador,2
71,Female,Nova Scotia,4
71,Female,Ontario,5
71,Female,Prince Edward Island,2
71,Female,Quebec,8
71,Female,Saskatchewan,3
71,Male,Alberta,1
71,Male,British Columbia,1
71,Male,Manitoba,1
71,Male,New Brunswick,4
71,Male,Newfoundland and Labrador,1
71,Male,Nova Scotia,3
71,Male,Ontario,5
71,Male,Prince Edward Island,2
71,Male,Quebec,4
71,Female,British Columbia,5
71,Female,New Brunswick,2
71,Female,Nova Scotia,1
71,Female,Ontario,4
71,Female,Quebec,2
71,Female,Saskatchewan,2
71,Male,Alberta,1
71,Male,British Columbia,2
71,Male,Manitoba,1
71,Male,New Brunswick,4
71,Male,Newfoundland and Labrador,4
71,Male,Ontario,9
71,Male,Prince Edward Island,2
71,Female,British Columbia,4
71,Female,Newfoundland and Labrador,1
71,Female,Nova Scotia,2
71,Female,Ontario,4
71,Female,Quebec,4
71,Male,British Columbia,1
71,Male,New Brunswick,1
71,Male,Nova Scotia,1
71,Male,Ontario,2
71,Male,Prince Edward Island,1
71,Male,Quebec,2
71,Male,Saskatchewan,1
71,Female,British Columbia,1
71,Female,Manitoba,1
71,Female,New Brunswick,1
71,Female,Newfoundland and Labrador,1
71,Female,Nova Scotia,2
71,Female,Ontario,5
71,Female,Prince Edward Island,1
71,Female,Quebec,4
71,Male,British Columbia,4
71,Male,Manitoba,1
71,Male,New Brunswick,1
71,Male,Newfoundland and Labrador,2
71,Male,Ontario,5
71,Male,Prince Edward Island,1
71,Male,Quebec,2
71,Female,Alberta,1
71,Female,Nova Scotia,1
71,Female,Ontario,1
71,Female,Quebec,2
71,Male,Alberta,1
71,Male,British Columbia,3
71,Male,New Brunswick,1
71,Male,Newfoundland and Labrador,1
71,Male,Nova Scotia,1
71,Male,Ontario,3
71,Male,Saskatchewan,1
71,Female,Alberta,1
71,Female,British Columbia,4
71,Female,New Brunswick,5
71,Female,Newfoundland and Labrador,2
71,Female,Nova Scotia,3
71,Female,Ontario,4
71,Female,Quebec,4
71,Female,Saskatchewan,1
71,Male,Alberta,1
71,Male,British Columbia,2
71,Male,Manitoba,1
71,Male,New Brunswick,1
71,Male,Newfoundland and Labrador,1
71,Male,Nova Scotia,4
71,Male,Ontario,11
71,Male,Quebec,9
71,Male,Saskatchewan,1
71,Female,British Columbia,2
71,Female,Ontario,6
71,Female,Quebec,5
71,Female,Saskatchewan,1
71,Male,British Columbia,4
71,Male,New Brunswick,1
71,Male,Nova Scotia,2
71,Male,Ontario,3
71,Male,Quebec,5
71,Male,Saskatchewan,1
72,Female,British Columbia,2
72,Female,Nova Scotia,1
72,Female,Ontario,5
72,Female,Prince Edward Island,1
